study	pk	pktype	unit	tissue	interventions	substance_name	individual_pk	value	group_pk	mean	se	cv	time	time_unit	sd	min	max	median
Fuhr1993a	55042	auc_inf	µmol*h/l	plasma	2215	caffeine			1840.0	9.58e+01	8.34e+00	2.13e-01			2.04e+01	5.10e+01	1.09e+02	
Healy1991	55625	tmax	h	plasma	2302	paraxanthine			1850.0	5.88e+00	3.85e-01	2.62e-01			1.54e+00			
Lia2009	57873	cmax	µg/ml	plasma	2352	morphine			1898.0	6.50e-03	4.49e-04	3.09e-01			2.01e-03			
Healy1991	55627	thalf	h	plasma	2302	paraxanthine			1850.0	9.20e+00	7.25e-01	3.15e-01			2.90e+00			
Fuhr1993a	55044	clearance	l/h	plasma	2215	caffeine			1840.0	9.13e+00	1.10e+00	2.96e-01			2.70e+00	6.42e+00	1.49e+01	
Healy1991	55629	auc_end	mg*h/l	plasma	2302	paraxanthine			1850.0	2.13e+01	1.23e+00	2.30e-01	24.0	h	4.90e+00			
Lia2009	57875	tmax	h	plasma	2352	morphine			1898.0	8.80e-01	6.48e-02	3.30e-01			2.90e-01			
Fuhr1993a	55046	thalf	h	plasma	2215	caffeine			1840.0	3.10e+00	3.84e-01	3.03e-01			9.40e-01	1.80e+00	4.70e+00	
Lia2009	57877	thalf	h	plasma	2352	morphine			1898.0	4.92e+00	2.53e-01	2.30e-01			1.13e+00			
Lia2009	57879	kel	1/h	plasma	2352	morphine			1898.0	1.50e-01	6.71e-03	2.00e-01			3.00e-02			
Fuhr1993a	55048	vd	l/kg	plasma	2215	caffeine			1840.0	5.80e-01	5.72e-02	2.41e-01			1.40e-01	4.30e-01	7.80e-01	
Fuhr1993a	55050	auc_inf	µmol*h/l	plasma	2215	caffeine			1841.0	1.98e+02	2.94e+01	3.64e-01			7.21e+01	1.22e+02	3.32e+02	
Fuhr1993a	55052	clearance	l/h	plasma	2215	caffeine			1841.0	4.75e+00	6.22e-01	3.21e-01			1.52e+00	2.52e+00	7.02e+00	
Fuhr1993a	55054	thalf	h	plasma	2215	caffeine			1841.0	5.83e+00	4.65e-01	1.96e-01			1.14e+00	4.40e+00	7.90e+00	
Fuhr1993a	55056	vd	l/kg	plasma	2215	caffeine			1841.0	5.50e-01	1.22e-02	5.45e-02			3.00e-02	5.10e-01	6.10e-01	
Lia2009	57881	auc_end	mg*h/l	plasma	2352	morphine			1898.0	3.20e+04	2.26e+03	3.16e-01	12.0	h	1.01e+04			
Renner1984	56276	vd	l/kg	plasma	2323	caffeine			1875.0	5.70e-01	7.56e-02	3.51e-01			2.00e-01	2.50e-01	8.60e-01	
Renner1984	56278	thalf	h	plasma	2323	caffeine			1875.0	9.40e+00	2.23e+00	6.28e-01			5.90e+00	5.10e+00	1.83e+01	
Lia2009	57883	auc_inf	mg*h/l	plasma	2352	morphine			1898.0	3.99e+04	3.02e+03	3.38e-01			1.35e+04			
Renner1984	56280	clearance	l/h/kg	plasma	2323	caffeine			1876.0	9.12e-02	8.68e-03	3.16e-01			2.88e-02	3.66e-02	1.40e-01	
Renner1984	56282	vd	l/kg	plasma	2323	caffeine			1876.0	5.50e-01	2.11e-02	1.27e-01			7.00e-02	4.20e-01	6.20e-01	
Renner1984	56284	thalf	h	plasma	2323	caffeine			1876.0	4.70e+00	1.42e+00	1.00e+00			4.70e+00	3.00e+00	1.04e+01	
Renner1984	56286	clearance	l/h/kg	plasma	2323	caffeine	7577.0	8.40e-03										
Renner1984	56288	clearance	l/h/kg	plasma	2323	caffeine	7578.0	1.20e-02										
Renner1984	56290	clearance	l/h/kg	plasma	2323	caffeine	7579.0	1.50e-02										
Renner1984	56292	clearance	l/h/kg	plasma	2323	caffeine	7580.0	4.92e-02										
Renner1984	56294	clearance	l/h/kg	plasma	2323	caffeine	7581.0	4.92e-02										
Renner1984	56296	clearance	l/h/kg	plasma	2323	caffeine	7582.0	4.92e-02										
Renner1984	56298	clearance	l/h/kg	plasma	2323	caffeine	7583.0	6.06e-02										
Renner1984	56300	clearance	l/h/kg	plasma	2323	caffeine	7584.0	7.74e-02										
Renner1984	56302	clearance	l/h/kg	plasma	2323	caffeine	7585.0	2.52e-02										
Renner1984	56304	clearance	l/h/kg	plasma	2323	caffeine	7586.0	3.48e-02										
Renner1984	56306	clearance	l/h/kg	plasma	2323	caffeine	7587.0	3.78e-02										
Renner1984	56308	clearance	l/h/kg	plasma	2323	caffeine	7588.0	4.62e-02										
Renner1984	56310	clearance	l/h/kg	plasma	2323	caffeine	7589.0	6.30e-02										
Renner1984	56312	clearance	l/h/kg	plasma	2323	caffeine	7590.0	7.92e-02										
Renner1984	56314	clearance	l/h/kg	plasma	2323	caffeine	7591.0	7.98e-02										
Renner1984	56316	clearance	l/h/kg	plasma	2323	caffeine	7592.0	3.66e-02										
Renner1984	56318	clearance	l/h/kg	plasma	2323	caffeine	7593.0	6.60e-02										
Renner1984	56320	clearance	l/h/kg	plasma	2323	caffeine	7594.0	7.32e-02										
Renner1984	56322	clearance	l/h/kg	plasma	2323	caffeine	7595.0	7.50e-02										
Renner1984	56324	clearance	l/h/kg	plasma	2323	caffeine	7596.0	7.86e-02										
Renner1984	56326	clearance	l/h/kg	plasma	2323	caffeine	7597.0	9.12e-02										
Renner1984	56328	clearance	l/h/kg	plasma	2323	caffeine	7598.0	1.03e-01										
Renner1984	56330	clearance	l/h/kg	plasma	2323	caffeine	7599.0	1.10e-01										
Renner1984	56332	clearance	l/h/kg	plasma	2323	caffeine	7600.0	1.13e-01										
Renner1984	56334	clearance	l/h/kg	plasma	2323	caffeine	7601.0	1.14e-01										
Renner1984	56336	clearance	l/h/kg	plasma	2323	caffeine	7602.0	1.40e-01										
Renner1984	56337	vd	l/kg	plasma	2323	caffeine	7577.0	6.00e-01										
Renner1984	56338	vd	l/kg	plasma	2323	caffeine	7578.0	3.70e-01										
Renner1984	56339	vd	l/kg	plasma	2323	caffeine	7579.0	7.20e-01										
Renner1984	56340	vd	l/kg	plasma	2323	caffeine	7580.0	7.20e-01										
Renner1984	56341	vd	l/kg	plasma	2323	caffeine	7581.0	5.70e-01										
Renner1984	56342	vd	l/kg	plasma	2323	caffeine	7582.0	3.90e-01										
Renner1984	56343	vd	l/kg	plasma	2323	caffeine	7583.0	6.70e-01										
Renner1984	56344	vd	l/kg	plasma	2323	caffeine	7584.0	5.00e-01										
Renner1984	56345	vd	l/kg	plasma	2323	caffeine	7585.0	6.60e-01										
Renner1984	56346	vd	l/kg	plasma	2323	caffeine	7586.0	7.10e-01										
Renner1984	56347	vd	l/kg	plasma	2323	caffeine	7587.0	4.50e-01										
Renner1984	56348	vd	l/kg	plasma	2323	caffeine	7588.0	8.60e-01										
Renner1984	56349	vd	l/kg	plasma	2323	caffeine	7589.0	2.50e-01										
Renner1984	56350	vd	l/kg	plasma	2323	caffeine	7590.0	4.50e-01										
Renner1984	56351	vd	l/kg	plasma	2323	caffeine	7591.0	5.90e-01										
Renner1984	56352	vd	l/kg	plasma	2323	caffeine	7592.0	5.50e-01										
Renner1984	56353	vd	l/kg	plasma	2323	caffeine	7593.0	5.30e-01										
Renner1984	56354	vd	l/kg	plasma	2323	caffeine	7594.0	4.20e-01										
Renner1984	56355	vd	l/kg	plasma	2323	caffeine	7595.0	6.20e-01										
Renner1984	56356	vd	l/kg	plasma	2323	caffeine	7596.0	6.10e-01										
Renner1984	56357	vd	l/kg	plasma	2323	caffeine	7597.0	4.30e-01										
Renner1984	56358	vd	l/kg	plasma	2323	caffeine	7598.0	5.70e-01										
Renner1984	56359	vd	l/kg	plasma	2323	caffeine	7599.0	5.40e-01										
Renner1984	56360	vd	l/kg	plasma	2323	caffeine	7600.0	6.10e-01										
Renner1984	56361	vd	l/kg	plasma	2323	caffeine	7601.0	5.80e-01										
Renner1984	56362	vd	l/kg	plasma	2323	caffeine	7602.0	6.00e-01										
Renner1984	56363	thalf	h	plasma	2323	caffeine	7577.0	5.02e+01										
Renner1984	56364	thalf	h	plasma	2323	caffeine	7578.0	1.99e+01										
Renner1984	56365	thalf	h	plasma	2323	caffeine	7579.0	3.40e+01										
Renner1984	56366	thalf	h	plasma	2323	caffeine	7580.0	1.01e+01										
Renner1984	56367	thalf	h	plasma	2323	caffeine	7581.0	8.10e+00										
Renner1984	56368	thalf	h	plasma	2323	caffeine	7582.0	5.50e+00										
Renner1984	56369	thalf	h	plasma	2323	caffeine	7583.0	7.70e+00										
Renner1984	56370	thalf	h	plasma	2323	caffeine	7584.0	4.50e+00										
Renner1984	56371	thalf	h	plasma	2323	caffeine	7585.0	1.83e+01										
Renner1984	56372	thalf	h	plasma	2323	caffeine	7586.0	1.43e+01										
Renner1984	56373	thalf	h	plasma	2323	caffeine	7587.0	8.30e+00										
Renner1984	56374	thalf	h	plasma	2323	caffeine	7588.0	1.28e+01										
Renner1984	56375	thalf	h	plasma	2323	caffeine	7589.0	2.80e+00										
Renner1984	56376	thalf	h	plasma	2323	caffeine	7590.0	3.90e+00										
Renner1984	56377	thalf	h	plasma	2323	caffeine	7591.0	5.10e+00										
Renner1984	56378	thalf	h	plasma	2323	caffeine	7592.0	1.04e+01										
Renner1984	56379	thalf	h	plasma	2323	caffeine	7593.0	5.60e+00										
Renner1984	56380	thalf	h	plasma	2323	caffeine	7594.0	4.00e+00										
Renner1984	56381	thalf	h	plasma	2323	caffeine	7595.0	5.70e+00										
Renner1984	56382	thalf	h	plasma	2323	caffeine	7596.0	5.40e+00										
Renner1984	56383	thalf	h	plasma	2323	caffeine	7597.0	3.30e+00										
Renner1984	56384	thalf	h	plasma	2323	caffeine	7598.0	3.80e+00										
Renner1984	56385	thalf	h	plasma	2323	caffeine	7599.0	3.40e+00										
Renner1984	56386	thalf	h	plasma	2323	caffeine	7600.0	3.70e+00										
Renner1984	56387	thalf	h	plasma	2323	caffeine	7601.0	3.50e+00										
Renner1984	56388	thalf	h	plasma	2323	caffeine	7602.0	3.00e+00										
Barnet1990	53715	concentration	µg/ml	plasma	2182	caffeine	7315.0	5.31e+00					1.0	h				
Kaplan1997	55951	thalf	h	plasma	2310	caffeine			1859.0	3.94e+00	5.00e-01							
Barnet1990	53716	concentration	µg/ml	plasma	2182	caffeine	7315.0	5.63e+00					2.0	h				
Barnet1990	53717	concentration	µg/ml	plasma	2182	caffeine	7315.0	3.96e+00					3.0	h				
Barnet1990	53718	concentration	µg/ml	plasma	2182	caffeine	7315.0	2.06e+00					4.0	h				
Barnet1990	53719	concentration	µg/ml	plasma	2182	caffeine	7315.0	7.00e-01					6.0	h				
Barnet1990	53720	concentration	µg/ml	plasma	2182	caffeine	7315.0	1.00e-01					8.0	h				
Kaplan1997	55952	vd	l	plasma	2310	caffeine			1859.0	3.88e+01	3.60e+00							
Kaplan1997	55953	vd	l/kg	plasma	2310	caffeine			1859.0	5.80e-01	3.00e-02							
Kaplan1997	55955	clearance	l/h	plasma	2310	caffeine			1859.0	8.52e+00	1.74e+00	7.07e-01						
Kaplan1997	55957	clearance	l/h/kg	plasma	2310	caffeine			1859.0	1.24e-01	2.40e-02	6.69e-01						
Kaplan1997	55958	cmax	µg/ml	plasma	2311	caffeine			1859.0	1.73e+01	1.40e+00							
Kaplan1997	55959	tmax	h	plasma	2311	caffeine			1859.0	5.00e-01	6.00e-02							
Kaplan1997	55960	thalf	h	plasma	2311	caffeine			1859.0	4.74e+00	6.00e-01							
Kaplan1997	55961	vd	l	plasma	2311	caffeine			1859.0	3.58e+01	2.70e+00							
Kaplan1997	55962	vd	l/kg	plasma	2311	caffeine			1859.0	5.30e-01	3.00e-02							
Kaplan1997	55964	clearance	l/h	plasma	2311	caffeine			1859.0	6.78e+00	1.44e+00	7.36e-01						
Kaplan1997	55966	clearance	l/h/kg	plasma	2311	caffeine			1859.0	9.84e-02	1.80e-02	6.34e-01						
Kaplan1997	55968	auc_end	mg*h/l	plasma	2310	paraxanthine			1859.0	9.43e+00			8.0	h				
Kaplan1997	55970	auc_end	mg*h/l	plasma	2310	theobromine			1859.0	2.78e+00			8.0	h				
Kaplan1997	55972	auc_end	mg*h/l	plasma	2310	theophylline			1859.0	1.00e+00			8.0	h				
Kaplan1997	55974	auc_end	mg*h/l	plasma	2311	paraxanthine			1859.0	1.73e+01			8.0	h				
Kaplan1997	55976	auc_end	mg*h/l	plasma	2311	theophylline			1859.0	4.29e+00			8.0	h				
Kaplan1997	55978	auc_end	mg*h/l	plasma	2311	theobromine			1859.0	1.67e+00			8.0	h				
Barnet1990	53721	concentration	µg/ml	plasma	2182	caffeine	7315.0						10.0	h				
Barnet1990	53722	concentration	µg/ml	plasma	2182	caffeine	7315.0						12.0	h				
Barnet1990	53723	concentration	µg/ml	plasma	2182	caffeine	7315.0						14.0	h				
Barnet1990	53724	concentration	µg/ml	plasma	2182	caffeine	7315.0						24.0	h				
Barnet1990	53725	concentration	µg/ml	plasma	2182	caffeine	7317.0	6.38e+00					1.0	h				
Barnet1990	53726	concentration	µg/ml	plasma	2182	caffeine	7317.0	5.79e+00					2.0	h				
Barnet1990	53727	concentration	µg/ml	plasma	2182	caffeine	7317.0	3.97e+00					3.0	h				
Barnet1990	53728	concentration	µg/ml	plasma	2182	caffeine	7317.0	3.60e+00					4.0	h				
Barnet1990	53729	concentration	µg/ml	plasma	2182	caffeine	7317.0	2.63e+00					6.0	h				
Barnet1990	53730	concentration	µg/ml	plasma	2182	caffeine	7317.0	1.64e+00					8.0	h				
Barnet1990	53731	concentration	µg/ml	plasma	2182	caffeine	7317.0	3.80e-01					10.0	h				
Barnet1990	53732	concentration	µg/ml	plasma	2182	caffeine	7317.0	6.40e-01					12.0	h				
Barnet1990	53733	concentration	µg/ml	plasma	2182	caffeine	7317.0						14.0	h				
Barnet1990	53734	concentration	µg/ml	plasma	2182	caffeine	7317.0						24.0	h				
Backman2008	53072	ratio	-	plasma	2174	caffeine/paraxanthine	7250.0	1.44e+00					6.0	h				
Backman2008	53073	ratio	-	plasma	2174	caffeine/paraxanthine	7251.0	1.38e+00					6.0	h				
Carrillo2000a	54558	cmax	µmol/l	plasma	2205	caffeine			1827.0	9.48e+00	3.54e-01	1.05e-01			1.00e+00			
Carrillo2000a	54560	tmax	h	plasma	2205	caffeine			1827.0	1.12e+00	1.06e-01	2.68e-01			3.00e-01			
Carrillo2000a	54562	thalf	h	plasma	2205	caffeine			1827.0	3.81e+00	3.54e-01	2.62e-01			1.00e+00			
Carrillo2000a	54564	auc_inf	µmol*h/l	plasma	2205	caffeine			1827.0	6.51e+01	7.07e+00	3.07e-01			2.00e+01			
Carrillo2000a	54566	clearance	l/h/kg	plasma	2205	caffeine			1827.0	1.10e-01	1.06e-02	2.73e-01			3.00e-02			
Carrillo2000a	54568	vd	l/kg	plasma	2205	caffeine			1827.0	5.50e-01	2.12e-02	1.09e-01			6.00e-02			
Carrillo2000a	54570	ratio	-	plasma	2205	paraxanthine/caffeine			1827.0	7.70e-01	7.07e-02	2.60e-01			2.00e-01			
Carrillo2000a	54572	cmax	µmol/l	plasma	2205	caffeine			1828.0	8.44e+00	9.50e-01	2.25e-01			1.90e+00			
Carrillo2000a	54574	tmax	h	plasma	2205	caffeine			1828.0	1.00e+00								
Carrillo2000a	54576	thalf	h	plasma	2205	caffeine			1828.0	3.10e+00	6.00e-01	3.87e-01			1.20e+00			
Carrillo2000a	54578	auc_inf	µmol*h/l	plasma	2205	caffeine			1828.0	4.86e+01	1.25e+01	5.14e-01			2.50e+01			
Carrillo2000a	54580	clearance	l/h/kg	plasma	2205	caffeine			1828.0	1.60e-01	5.00e-02	6.25e-01			1.00e-01			
Carrillo2000a	54582	vd	l/kg	plasma	2205	caffeine			1828.0	5.90e-01	1.00e-01	3.39e-01			2.00e-01			
Carrillo2000a	54584	ratio	-	plasma	2205	paraxanthine/caffeine			1828.0	9.80e-01	5.00e-02	1.02e-01			1.00e-01			
Carrillo2000a	54586	cmax	µmol/l	plasma	2205	caffeine			1829.0	1.32e+01	3.67e-01	6.84e-02			9.00e-01			
Carrillo2000a	54588	tmax	h	plasma	2205	caffeine			1829.0	1.17e+00	1.63e-01	3.42e-01			4.00e-01			
Carrillo2000a	54590	thalf	h	plasma	2205	caffeine			1829.0	6.32e+00	1.02e+00	3.96e-01			2.50e+00			
Carrillo2000a	54592	auc_inf	µmol*h/l	plasma	2205	caffeine			1829.0	1.36e+02	2.25e+01	4.05e-01			5.50e+01			
Carrillo2000a	54594	clearance	l/h/kg	plasma	2205	caffeine			1829.0	6.00e-02	1.22e-02	5.00e-01			3.00e-02			
Carrillo2000a	54596	vd	l/kg	plasma	2205	caffeine			1829.0	5.30e-01	2.45e-02	1.13e-01			6.00e-02			
Carrillo2000a	54598	ratio	-	plasma	2205	paraxanthine/caffeine			1829.0	4.00e-01	8.16e-02	5.00e-01			2.00e-01			
Carrillo2000a	54600	cmax	µmol/l	plasma	2205	caffeine			1830.0	1.12e+01	1.52e+00	3.03e-01			3.40e+00			
Carrillo2000a	54602	tmax	h	plasma	2205	caffeine			1830.0	1.00e+00								
Carrillo2000a	54604	thalf	h	plasma	2205	caffeine			1830.0	2.38e+00	5.46e-01	5.13e-01			1.22e+00			
Carrillo2000a	54606	auc_inf	µmol*h/l	plasma	2205	caffeine			1830.0	4.99e+01	1.16e+01	5.21e-01			2.60e+01			
Carrillo2000a	54608	clearance	l/h/kg	plasma	2205	caffeine			1830.0	2.30e-01	6.71e-02	6.52e-01			1.50e-01			
Carrillo2000a	54610	vd	l/kg	plasma	2205	caffeine			1830.0	6.10e-01	4.02e-02	1.48e-01			9.00e-02			
Carrillo2000a	54612	ratio	-	plasma	2205	paraxanthine/caffeine			1830.0	1.17e+00	3.13e-01	5.98e-01			7.00e-01			
Carrillo2000a	54614	cmax	µmol/l	saliva	2205	caffeine			1827.0	8.28e+00	4.95e-01	1.69e-01			1.40e+00			
Carrillo2000a	54616	tmax	h	saliva	2205	caffeine			1827.0	1.00e+00								
Carrillo2000a	54618	thalf	h	saliva	2205	caffeine			1827.0	5.10e+00	5.30e-01	2.94e-01			1.50e+00			
Carrillo2000a	54620	auc_inf	µmol*h/l	saliva	2205	caffeine			1827.0	5.40e+01	5.66e+00	2.96e-01			1.60e+01			
Carrillo2000a	54622	clearance	l/h/kg	saliva	2205	caffeine			1827.0	1.20e-01	1.41e-02	3.33e-01			4.00e-02			
Carrillo2000a	54624	vd	l/kg	saliva	2205	caffeine			1827.0	8.50e-01	3.54e-02	1.18e-01			1.00e-01			
Carrillo2000a	54626	ratio	-	saliva	2205	paraxanthine/caffeine			1827.0	5.80e-01	3.54e-02	1.72e-01			1.00e-01			
Carrillo2000a	54628	cmax	µmol/l	saliva	2205	caffeine			1828.0	8.26e+00	4.50e-01	1.09e-01			9.00e-01			
Carrillo2000a	54630	tmax	h	saliva	2205	caffeine			1828.0	1.00e+00								
Carrillo2000a	54632	thalf	h	saliva	2205	caffeine			1828.0	4.60e+00	1.15e+00	5.00e-01			2.30e+00			
Carrillo2000a	54634	auc_inf	µmol*h/l	saliva	2205	caffeine			1828.0	4.40e+01	9.00e+00	4.09e-01			1.80e+01			
Backman2008	53074	ratio	-	plasma	2174	caffeine/paraxanthine	7252.0	9.60e-01					6.0	h				
Carrillo2000a	54636	clearance	l/h/kg	saliva	2205	caffeine			1828.0	1.60e-01	4.00e-02	5.00e-01			8.00e-02			
Carrillo2000a	54638	vd	l/kg	saliva	2205	caffeine			1828.0	8.80e-01	3.00e-02	6.82e-02			6.00e-02			
Backman2008	53075	ratio	-	plasma	2174	caffeine/paraxanthine	7253.0	6.50e-01					6.0	h				
Backman2008	53076	ratio	-	plasma	2174	caffeine/paraxanthine	7254.0	8.00e-01					6.0	h				
Backman2008	53077	ratio	-	plasma	2174	caffeine/paraxanthine	7255.0	6.60e-01					6.0	h				
Backman2008	53078	ratio	-	plasma	2174	caffeine/paraxanthine	7256.0	5.40e-01					6.0	h				
Backman2008	53079	ratio	-	plasma	2174	caffeine/paraxanthine	7257.0	9.20e-01					6.0	h				
Backman2008	53080	ratio	-	plasma	2174	caffeine/paraxanthine	7258.0	7.80e-01					6.0	h				
Backman2008	53081	ratio	-	plasma	2174	caffeine/paraxanthine	7259.0	7.10e-01					6.0	h				
Backman2008	53082	ratio	-	plasma	2174	caffeine/paraxanthine	7260.0	8.10e-01					6.0	h				
Backman2008	53083	ratio	-	plasma	2174	caffeine/paraxanthine	7261.0	7.40e-01					6.0	h				
Backman2008	53084	ratio	-	plasma	2174	caffeine/paraxanthine	7262.0	7.70e-01					6.0	h				
Backman2008	53085	ratio	-	plasma	2174	caffeine/paraxanthine	7263.0	2.95e+00					6.0	h				
Carrillo2000a	54640	ratio	-	saliva	2205	paraxanthine/caffeine			1828.0	7.60e-01	1.50e-01	3.95e-01			3.00e-01			
Carrillo2000a	54642	cmax	µmol/l	saliva	2205	caffeine			1829.0	1.24e+01	6.12e-01	1.21e-01			1.50e+00			
Carrillo2000a	54644	tmax	h	saliva	2205	caffeine			1829.0	1.00e+00								
Carrillo2000a	54646	thalf	h	saliva	2205	caffeine			1829.0	7.91e+00	1.55e+00	4.80e-01			3.80e+00			
Backman2008	53086	ratio	-	plasma	2174	caffeine/paraxanthine	7264.0	2.58e+00					6.0	h				
Carrillo2000a	54648	auc_inf	µmol*h/l	saliva	2205	caffeine			1829.0	1.34e+02	3.67e+01	6.71e-01			9.00e+01			
Backman2008	53087	ratio	-	plasma	2174	caffeine/paraxanthine	7265.0	2.40e+00					6.0	h				
Carrillo2000a	54650	clearance	l/h/kg	saliva	2205	caffeine			1829.0	7.00e-02	1.22e-02	4.29e-01			3.00e-02			
Carrillo2000a	54652	vd	l/kg	saliva	2205	caffeine			1829.0	7.10e-01	3.27e-02	1.13e-01			8.00e-02			
Carrillo2000a	54654	ratio	-	saliva	2205	paraxanthine/caffeine			1829.0	3.60e-01	4.08e-02	2.78e-01			1.00e-01			
Backman2008	53088	ratio	-	plasma	2174	caffeine/paraxanthine	7266.0	2.32e+00					6.0	h				
Backman2008	53089	ratio	-	plasma	2174	caffeine/paraxanthine	7267.0	2.17e+00					6.0	h				
Backman2008	53090	ratio	-	plasma	2174	caffeine/paraxanthine	7268.0	1.70e+00					6.0	h				
Backman2008	53091	ratio	-	plasma	2174	caffeine/paraxanthine	7269.0	1.61e+00					6.0	h				
Backman2008	53092	ratio	-	plasma	2174	caffeine/paraxanthine	7270.0	1.60e+00					6.0	h				
Backman2008	53093	ratio	-	plasma	2174	caffeine/paraxanthine	7271.0	1.46e+00					6.0	h				
Backman2008	53094	ratio	-	plasma	2174	caffeine/paraxanthine	7272.0	1.38e+00					6.0	h				
Backman2008	53095	ratio	-	plasma	2174	caffeine/paraxanthine	7273.0	1.17e+00					6.0	h				
Backman2008	53096	ratio	-	plasma	2174	caffeine/paraxanthine	7274.0	1.32e+00					6.0	h				
Backman2008	53097	ratio	-	plasma	2174	caffeine/paraxanthine	7275.0	1.40e+00					6.0	h				
Backman2008	53098	ratio	-	plasma	2174	caffeine/paraxanthine	7276.0	1.02e+00					6.0	h				
Backman2008	53099	ratio	-	plasma	2174	caffeine/paraxanthine	7277.0	1.09e+00					6.0	h				
Backman2008	53100	ratio	-	plasma	2174	caffeine/paraxanthine	7278.0	8.60e-01					6.0	h				
Backman2008	53101	ratio	-	plasma	2174	caffeine/paraxanthine	7279.0	8.40e-01					6.0	h				
Backman2008	53102	ratio	-	plasma	2174	caffeine/paraxanthine	7280.0	7.30e-01					6.0	h				
Backman2008	53103	ratio	-	plasma	2174	paraxanthine/caffeine	7211.0	3.10e-01					6.0	h				
Backman2008	53104	ratio	-	plasma	2174	paraxanthine/caffeine	7212.0	3.10e-01					6.0	h				
Backman2008	53105	ratio	-	plasma	2174	paraxanthine/caffeine	7213.0	3.60e-01					6.0	h				
Backman2008	53106	ratio	-	plasma	2174	paraxanthine/caffeine	7214.0	4.00e-01					6.0	h				
Backman2008	53107	ratio	-	plasma	2174	paraxanthine/caffeine	7215.0	4.20e-01					6.0	h				
Backman2008	53108	ratio	-	plasma	2174	paraxanthine/caffeine	7216.0	4.60e-01					6.0	h				
Backman2008	53109	ratio	-	plasma	2174	paraxanthine/caffeine	7217.0	5.20e-01					6.0	h				
Backman2008	53110	ratio	-	plasma	2174	paraxanthine/caffeine	7218.0	5.60e-01					6.0	h				
Backman2008	53111	ratio	-	plasma	2174	paraxanthine/caffeine	7219.0	5.10e-01					6.0	h				
Backman2008	53112	ratio	-	plasma	2174	paraxanthine/caffeine	7220.0	5.70e-01					6.0	h				
Backman2008	53113	ratio	-	plasma	2174	paraxanthine/caffeine	7221.0	5.90e-01					6.0	h				
Backman2008	53114	ratio	-	plasma	2174	paraxanthine/caffeine	7222.0	6.10e-01					6.0	h				
Backman2008	53115	ratio	-	plasma	2174	paraxanthine/caffeine	7223.0	7.20e-01					6.0	h				
Backman2008	53116	ratio	-	plasma	2174	paraxanthine/caffeine	7224.0	6.90e-01					6.0	h				
Backman2008	53117	ratio	-	plasma	2174	paraxanthine/caffeine	7225.0	6.60e-01					6.0	h				
Backman2008	53118	ratio	-	plasma	2174	paraxanthine/caffeine	7226.0	7.30e-01					6.0	h				
Backman2008	53119	ratio	-	plasma	2174	paraxanthine/caffeine	7227.0	7.70e-01					6.0	h				
Backman2008	53120	ratio	-	plasma	2174	paraxanthine/caffeine	7228.0	7.70e-01					6.0	h				
Backman2008	53121	ratio	-	plasma	2174	paraxanthine/caffeine	7229.0	8.00e-01					6.0	h				
Backman2008	53122	ratio	-	plasma	2174	paraxanthine/caffeine	7230.0	1.01e+00					6.0	h				
Backman2008	53123	ratio	-	plasma	2174	paraxanthine/caffeine	7231.0	1.13e+00					6.0	h				
Backman2008	53124	ratio	-	plasma	2174	paraxanthine/caffeine	7232.0	8.50e-01					6.0	h				
Backman2008	53125	ratio	-	plasma	2174	paraxanthine/caffeine	7233.0	1.01e+00					6.0	h				
Backman2008	53126	ratio	-	plasma	2174	paraxanthine/caffeine	7234.0	1.08e+00					6.0	h				
Backman2008	53127	ratio	-	plasma	2174	paraxanthine/caffeine	7235.0	8.50e-01					6.0	h				
Backman2008	53128	ratio	-	plasma	2174	paraxanthine/caffeine	7236.0	9.30e-01					6.0	h				
Backman2008	53129	ratio	-	plasma	2174	paraxanthine/caffeine	7237.0	1.02e+00					6.0	h				
Backman2008	53130	ratio	-	plasma	2174	paraxanthine/caffeine	7238.0	1.08e+00					6.0	h				
Backman2008	53131	ratio	-	plasma	2174	paraxanthine/caffeine	7239.0	1.13e+00					6.0	h				
