study	pk	pktype	unit	tissue	interventions	substance_name	individual_pk	value	group_pk	mean	se	cv	time	time_unit	sd	min	max	median
Blanchard1983a	54166	kel	1/h	plasma	2195	caffeine			1817.0	1.37e-01	1.56e-02	3.61e-01				7.02e-02	2.33e-01	
Parsons1978	55980	thalf	h	saliva	2320	caffeine	7542.0	1.50e+00										
Blanchard1983a	54168	kel	1/h	plasma	2195	caffeine			1817.0	1.37e-01	1.56e-02	3.61e-01				7.02e-02	2.33e-01	
Blanchard1983a	54170	kel	1/h	plasma	2195	caffeine			1817.0	1.37e-01	1.56e-02	3.61e-01				7.02e-02	2.33e-01	
Blanchard1983a	54172	kel	1/h	plasma	2195	caffeine			1817.0	1.37e-01	1.56e-02	3.61e-01				7.02e-02	2.33e-01	
Blanchard1983a	54174	kel	1/h	plasma	2195	caffeine			1817.0	1.37e-01	1.56e-02	3.61e-01				7.02e-02	2.33e-01	
Blanchard1983a	54176	kel	1/h	plasma	2195	caffeine			1817.0	1.37e-01	1.56e-02	3.61e-01				7.02e-02	2.33e-01	
Blanchard1983a	54178	kel	1/h	plasma	2195	caffeine			1817.0	1.37e-01	1.56e-02	3.61e-01				7.02e-02	2.33e-01	
Blanchard1983a	54180	auc_inf	mg*h/l	plasma	2194	caffeine			1817.0	6.90e+01	9.15e+00	4.19e-01				3.22e+01	1.22e+02	
Blanchard1983a	54182	auc_inf	mg*h/l	plasma	2195	caffeine			1817.0	6.91e+01	1.03e+01	4.69e-01				3.62e+01	1.40e+02	
Blanchard1983a	54184	auc_inf	mg*h/l	plasma	2195	caffeine			1817.0	6.91e+01	1.03e+01	4.69e-01				3.62e+01	1.40e+02	
Blanchard1983a	54186	auc_inf	mg*h/l	plasma	2195	caffeine			1817.0	6.91e+01	1.03e+01	4.69e-01				3.62e+01	1.40e+02	
Blanchard1983a	54188	auc_inf	mg*h/l	plasma	2195	caffeine			1817.0	6.91e+01	1.03e+01	4.69e-01				3.62e+01	1.40e+02	
Blanchard1983a	54190	auc_inf	mg*h/l	plasma	2195	caffeine			1817.0	6.91e+01	1.03e+01	4.69e-01				3.62e+01	1.40e+02	
Blanchard1983a	54192	auc_inf	mg*h/l	plasma	2195	caffeine			1817.0	6.91e+01	1.03e+01	4.69e-01				3.62e+01	1.40e+02	
Blanchard1983a	54194	auc_inf	mg*h/l	plasma	2195	caffeine			1817.0	6.91e+01	1.03e+01	4.69e-01				3.62e+01	1.40e+02	
Blanchard1983a	54196	auc_inf	mg*h/l	plasma	2195	caffeine			1817.0	6.91e+01	1.03e+01	4.69e-01				3.62e+01	1.40e+02	
Blanchard1983a	54198	auc_inf	mg*h/l	plasma	2195	caffeine			1817.0	6.91e+01	1.03e+01	4.69e-01				3.62e+01	1.40e+02	
Blanchard1983a	54200	auc_inf	mg*h/l	plasma	2195	caffeine			1817.0	6.91e+01	1.03e+01	4.69e-01				3.62e+01	1.40e+02	
Blanchard1983a	54202	auc_inf	mg*h/l	plasma	2195	caffeine			1817.0	6.91e+01	1.03e+01	4.69e-01				3.62e+01	1.40e+02	
Blanchard1983a	54204	auc_inf	mg*h/l	plasma	2195	caffeine			1817.0	6.91e+01	1.03e+01	4.69e-01				3.62e+01	1.40e+02	
Blanchard1983a	54206	auc_inf	mg*h/l	plasma	2195	caffeine			1817.0	6.91e+01	1.03e+01	4.69e-01				3.62e+01	1.40e+02	
Blanchard1983a	54208	auc_inf	mg*h/l	plasma	2195	caffeine			1817.0	6.91e+01	1.03e+01	4.69e-01				3.62e+01	1.40e+02	
Blanchard1983a	54210	auc_inf	mg*h/l	plasma	2195	caffeine			1817.0	6.91e+01	1.03e+01	4.69e-01				3.62e+01	1.40e+02	
Blanchard1983a	54212	auc_inf	mg*h/l	plasma	2195	caffeine			1817.0	6.91e+01	1.03e+01	4.69e-01				3.62e+01	1.40e+02	
Blanchard1983a	54214	auc_inf	mg*h/l	plasma	2195	caffeine			1817.0	6.91e+01	1.03e+01	4.69e-01				3.62e+01	1.40e+02	
Blanchard1983a	54216	auc_inf	mg*h/l	plasma	2195	caffeine			1817.0	6.91e+01	1.03e+01	4.69e-01				3.62e+01	1.40e+02	
Blanchard1983a	54218	auc_inf	mg*h/l	plasma	2195	caffeine			1817.0	6.91e+01	1.03e+01	4.69e-01				3.62e+01	1.40e+02	
Blanchard1983a	54220	auc_inf	mg*h/l	plasma	2195	caffeine			1817.0	6.91e+01	1.03e+01	4.69e-01				3.62e+01	1.40e+02	
Blanchard1983a	54222	auc_inf	mg*h/l	plasma	2195	caffeine			1817.0	6.91e+01	1.03e+01	4.69e-01				3.62e+01	1.40e+02	
Test243	56637	clearance	l/h	plasma	2327	caffeine	7667.0	1.06e+01										
Blanchard1983a	54224	auc_inf	mg*h/l	plasma	2195	caffeine			1817.0	6.91e+01	1.03e+01	4.69e-01				3.62e+01	1.40e+02	
Parsons1978	55981	thalf	h	saliva	2320	caffeine	7543.0	2.30e+00										
Chen1991	57260	cmax	nmol/l	plasma	2339	codeine	7717.0	2.26e+02										
Blanchard1983a	54226	auc_inf	mg*h/l	plasma	2195	caffeine			1817.0	6.91e+01	1.03e+01	4.69e-01				3.62e+01	1.40e+02	
Blanchard1983a	54228	auc_inf	mg*h/l	plasma	2195	caffeine			1817.0	6.91e+01	1.03e+01	4.69e-01				3.62e+01	1.40e+02	
Desmond1980	54878	thalf	h	plasma	2214	caffeine			1836.0	5.20e+00	6.20e-01	4.62e-01			2.40e+00			
Blanchard1983a	54230	auc_inf	mg*h/l	plasma	2195	caffeine			1817.0	6.91e+01	1.03e+01	4.69e-01				3.62e+01	1.40e+02	
Blanchard1983a	54232	auc_inf	mg*h/l	plasma	2195	caffeine			1817.0	6.91e+01	1.03e+01	4.69e-01				3.62e+01	1.40e+02	
Blanchard1983a	54234	auc_inf	mg*h/l	plasma	2195	caffeine			1817.0	6.91e+01	1.03e+01	4.69e-01				3.62e+01	1.40e+02	
Blanchard1983a	54236	auc_inf	mg*h/l	plasma	2195	caffeine			1817.0	6.91e+01	1.03e+01	4.69e-01				3.62e+01	1.40e+02	
Blanchard1983a	54237	fraction_absorbed	-	plasma	2194	caffeine			1817.0	1.08e+00	3.60e-02					9.38e-01	1.30e+00	
Desmond1980	54880	vd	l/kg	plasma	2214	caffeine			1836.0	5.40e-01	4.39e-02	3.15e-01			1.70e-01			
Blanchard1983a	54239	tmax	h	plasma	2194	caffeine			1817.0	4.97e-01	1.35e-01	8.60e-01				6.00e-02	1.33e+00	
Blanchard1983a	54240	cmax	µg/ml	plasma	2194	caffeine			1817.0	9.90e+00	1.10e+00					6.90e+00	1.61e+01	
Parsons1978	55982	thalf	h	saliva	2320	caffeine	7544.0	5.90e+00										
Desmond1980	54882	clearance	l/h/kg	plasma	2214	caffeine			1836.0	8.40e-02	7.75e-03	3.57e-01			3.00e-02			
Desmond1980	54884	plasma_binding	-	plasma	2214	caffeine			1836.0	3.13e+02	4.65e-01	5.75e-03			1.80e+00			
Parsons1978	55983	thalf	h	saliva	2320	caffeine	7545.0	4.40e+00										
Desmond1980	54886	clearance_unbound	l/h/kg	plasma	2214	caffeine			1836.0	1.20e-01	1.08e-02	3.50e-01			4.20e-02			
Desmond1980	54888	thalf	h	plasma	2214	caffeine			1838.0	6.10e+00	6.72e-01	3.11e-01			1.90e+00			
Parsons1978	55984	thalf	h	saliva	2320	caffeine	7546.0	5.90e+00										
Desmond1980	54890	vd	l/kg	plasma	2214	caffeine			1838.0	4.70e-01	5.66e-02	3.40e-01			1.60e-01			
Desmond1980	54892	clearance	l/h/kg	plasma	2214	caffeine			1838.0	5.40e-02	6.36e-03	3.33e-01			1.80e-02			
Parsons1978	55985	thalf	h	saliva	2320	caffeine	7547.0	3.80e+00										
Desmond1980	54894	plasma_binding	-	plasma	2214	caffeine			1838.0	2.55e+01	1.41e+00	1.57e-01			4.00e+00			
Desmond1980	54896	clearance_unbound	l/h/kg	plasma	2214	caffeine			1838.0	7.20e-02	8.49e-03	3.33e-01			2.40e-02			
Parsons1978	55986	thalf	h	saliva	2320	caffeine	7548.0	4.30e+00										
Parsons1978	55987	thalf	h	saliva	2320	caffeine	7549.0	1.60e+00										
Parsons1978	55988	thalf	h	saliva	2320	caffeine	7550.0	4.10e+00										
Parsons1978	55989	thalf	h	saliva	2320	caffeine	7551.0	4.00e+00										
Parsons1978	55990	thalf	h	saliva	2320	caffeine	7552.0	2.60e+00										
Parsons1978	55991	thalf	h	saliva	2320	caffeine	7553.0	2.60e+00										
Parsons1978	55992	kel	1/h	saliva	2320	caffeine	7541.0	2.28e-01										
Parsons1978	55993	kel	1/h	saliva	2320	caffeine	7542.0	4.61e-01										
Parsons1978	55994	kel	1/h	saliva	2320	caffeine	7543.0	2.95e-01										
Parsons1978	55995	kel	1/h	saliva	2320	caffeine	7544.0	1.17e-01										
Parsons1978	55996	kel	1/h	saliva	2320	caffeine	7545.0	1.57e-01										
Parsons1978	55997	kel	1/h	saliva	2320	caffeine	7546.0	1.17e-01										
Parsons1978	55998	kel	1/h	saliva	2320	caffeine	7547.0	1.81e-01										
Parsons1978	55999	kel	1/h	saliva	2320	caffeine	7548.0	1.62e-01										
Parsons1978	56000	kel	1/h	saliva	2320	caffeine	7549.0	4.20e-01										
Parsons1978	56001	kel	1/h	saliva	2320	caffeine	7550.0	1.70e-01										
Parsons1978	56002	kel	1/h	saliva	2320	caffeine	7551.0	1.72e-01										
Parsons1978	56003	kel	1/h	saliva	2320	caffeine	7552.0	2.50e-01										
Parsons1978	56004	kel	1/h	saliva	2320	caffeine	7553.0	2.63e-01										
Parsons1978	56006	vd	l/kg	saliva	2320	caffeine	7541.0	7.00e-01										
Parsons1978	56008	vd	l/kg	saliva	2320	caffeine	7542.0	4.82e-01										
Parsons1978	56010	vd	l/kg	saliva	2320	caffeine	7543.0	6.60e-01										
Parsons1978	56012	vd	l/kg	saliva	2320	caffeine	7544.0	9.00e-01										
Parsons1978	56014	vd	l/kg	saliva	2320	caffeine	7545.0	4.40e-01										
Parsons1978	56016	vd	l/kg	saliva	2320	caffeine	7546.0	9.66e-01										
Parsons1978	56018	vd	l/kg	saliva	2320	caffeine	7547.0	1.21e-01										
Test243	56638	clearance	l/h	plasma	2327	caffeine	7668.0	5.60e+00										
Chen1991	57261	cmax	nmol/l	plasma	2339	codeine	7718.0	2.74e+02										
Parsons1978	56020	vd	l/kg	saliva	2320	caffeine	7548.0	8.54e-01										
Parsons1978	56022	vd	l/kg	saliva	2320	caffeine	7549.0	6.38e-01										
Parsons1978	56024	vd	l/kg	saliva	2320	caffeine	7550.0	4.83e-01										
Parsons1978	56026	vd	l/kg	saliva	2320	caffeine	7551.0	9.54e-01										
Parsons1978	56028	vd	l/kg	saliva	2320	caffeine	7552.0	7.43e-01										
Parsons1978	56030	vd	l/kg	saliva	2320	caffeine	7553.0	4.00e-01										
Parsons1978	56032	clearance	l/h/kg	saliva	2320	caffeine	7541.0	1.59e-01										
Parsons1978	56034	clearance	l/h/kg	saliva	2320	caffeine	7542.0	2.20e-01										
Parsons1978	56036	clearance	l/h/kg	saliva	2320	caffeine	7543.0	1.96e-01										
Parsons1978	56038	clearance	l/h/kg	saliva	2320	caffeine	7544.0	1.06e-01										
Parsons1978	56040	clearance	l/h/kg	saliva	2320	caffeine	7545.0	6.90e-02										
Parsons1978	56042	clearance	l/h/kg	saliva	2320	caffeine	7546.0	1.13e-01										
Parsons1978	56044	clearance	l/h/kg	saliva	2320	caffeine	7547.0	2.18e-01										
Parsons1978	56046	clearance	l/h/kg	saliva	2320	caffeine	7548.0	1.38e-01										
Parsons1978	56048	clearance	l/h/kg	saliva	2320	caffeine	7549.0	2.68e-01										
Parsons1978	56050	clearance	l/h/kg	saliva	2320	caffeine	7550.0	8.20e-02										
Parsons1978	56052	clearance	l/h/kg	saliva	2320	caffeine	7551.0	1.64e-01										
Parsons1978	56054	clearance	l/h/kg	saliva	2320	caffeine	7552.0	1.85e-01										
Parsons1978	56056	clearance	l/h/kg	saliva	2320	caffeine	7553.0	1.05e-01										
Parsons1978	56057	thalf	h	saliva	2320	caffeine	7554.0	4.20e+00										
Parsons1978	56058	thalf	h	saliva	2320	caffeine	7555.0	3.00e+00										
Parsons1978	56059	thalf	h	saliva	2320	caffeine	7556.0	7.60e+00										
Parsons1978	56060	thalf	h	saliva	2320	caffeine	7557.0	3.80e+00										
Parsons1978	56061	thalf	h	saliva	2320	caffeine	7558.0	6.40e+00										
Parsons1978	56062	thalf	h	saliva	2320	caffeine	7559.0	7.70e+00										
Parsons1978	56063	thalf	h	saliva	2320	caffeine	7560.0	9.40e+00										
Parsons1978	56064	thalf	h	saliva	2320	caffeine	7561.0	6.70e+00										
Parsons1978	56065	thalf	h	saliva	2320	caffeine	7562.0	4.20e+00										
Parsons1978	56066	thalf	h	saliva	2320	caffeine	7563.0	7.70e+00										
Parsons1978	56067	thalf	h	saliva	2320	caffeine	7564.0	7.10e+00										
Parsons1978	56068	thalf	h	saliva	2320	caffeine	7565.0	5.90e+00										
Parsons1978	56069	thalf	h	saliva	2320	caffeine	7566.0	3.70e+00										
Parsons1978	56070	kel	1/h	saliva	2320	caffeine	7554.0	1.67e-01										
Parsons1978	56071	kel	1/h	saliva	2320	caffeine	7555.0	2.34e-01										
Parsons1978	56072	kel	1/h	saliva	2320	caffeine	7556.0	9.10e-02										
Parsons1978	56073	kel	1/h	saliva	2320	caffeine	7557.0	1.83e-01										
Parsons1978	56074	kel	1/h	saliva	2320	caffeine	7558.0	1.09e-01										
Parsons1978	56075	kel	1/h	saliva	2320	caffeine	7559.0	9.00e-02										
Parsons1978	56076	kel	1/h	saliva	2320	caffeine	7560.0	7.40e-02										
Parsons1978	56077	kel	1/h	saliva	2320	caffeine	7561.0	1.03e-01										
Parsons1978	56078	kel	1/h	saliva	2320	caffeine	7562.0	1.62e-01										
Parsons1978	56079	kel	1/h	saliva	2320	caffeine	7563.0	9.00e-02										
Parsons1978	56080	kel	1/h	saliva	2320	caffeine	7564.0	9.70e-02										
Parsons1978	56081	kel	1/h	saliva	2320	caffeine	7565.0	1.17e-01										
Parsons1978	56082	kel	1/h	saliva	2320	caffeine	7566.0	1.85e-01										
Parsons1978	56084	vd	l/kg	saliva	2320	caffeine	7554.0	3.70e-01										
Parsons1978	56086	vd	l/kg	saliva	2320	caffeine	7555.0	1.16e-01										
Parsons1978	56088	vd	l/kg	saliva	2320	caffeine	7556.0	5.80e-01										
Parsons1978	56090	vd	l/kg	saliva	2320	caffeine	7557.0	3.86e-01										
Parsons1978	56092	vd	l/kg	saliva	2320	caffeine	7558.0	3.30e-01										
Parsons1978	56094	vd	l/kg	saliva	2320	caffeine	7559.0	7.86e-01										
Parsons1978	56096	vd	l/kg	saliva	2320	caffeine	7560.0	2.88e-01										
Parsons1978	56098	vd	l/kg	saliva	2320	caffeine	7561.0	6.10e-01										
Parsons1978	56100	vd	l/kg	saliva	2320	caffeine	7562.0	6.82e-01										
Test243	56639	clearance	l/h	plasma	2327	caffeine	7669.0	7.94e+00										
Healy1989	55563	cmax	µg/ml	plasma	2298	caffeine			1849.0	2.10e+00	1.58e-01	2.38e-01			5.00e-01			
Test243	56640	clearance	l/h	plasma	2327	caffeine	7670.0	8.65e+00										
Test243	56641	clearance	l/h	plasma	2327	caffeine	7671.0	7.84e+00										
Test243	56642	clearance	l/h	plasma	2327	caffeine	7672.0	5.46e+00										
Test243	56643	clearance	l/h	plasma	2327	caffeine	7673.0	1.39e+01										
Test243	56644	clearance	l/h	plasma	2327	caffeine	7674.0	7.35e+00										
Test243	56645	clearance	l/h	plasma	2327	caffeine	7675.0	3.67e+00										
Test243	56646	clearance	l/h	plasma	2327	caffeine	7676.0	4.06e+00										
Test243	56647	clearance	l/h	plasma	2327	caffeine	7677.0	5.87e+00										
Test243	56648	clearance	l/h	plasma	2327	caffeine	7678.0	9.15e+00										
Test243	56649	clearance	l/h	plasma	2327	caffeine	7679.0	6.34e+00										
Test243	56650	clearance	l/h	plasma	2327	caffeine	7680.0	1.01e+01										
Test243	56651	clearance	l/h	plasma	2327	caffeine	7681.0	3.04e+00										
Test243	56652	clearance	l/h	plasma	2327	caffeine	7682.0	2.17e+00										
Test243	56653	clearance	l/h	plasma	2327	caffeine	7683.0	7.69e+00										
Test243	56654	clearance	l/h	plasma	2327	caffeine	7684.0	8.53e+00										
Test243	56655	clearance	l/h	plasma	2327	caffeine	7685.0	3.52e+00										
Test243	56656	clearance	l/h	plasma	2327	caffeine	7686.0	6.43e+00										
Test243	56657	clearance	l/h	plasma	2327	caffeine	7687.0	5.32e+00										
Test243	56658	clearance	l/h	plasma	2327	caffeine	7688.0	1.73e+01										
Test243	56659	clearance	l/h	plasma	2327	caffeine	7689.0	4.71e+00										
Test243	56660	clearance	l/h	plasma	2327	caffeine	7690.0	7.25e+00										
Test243	56661	clearance	l/h	plasma	2327	caffeine	7691.0	1.17e+01										
Test243	56662	clearance	l/h	plasma	2327	caffeine	7692.0	5.08e+00										
Test243	56663	clearance	l/h	plasma	2327	caffeine	7693.0	7.86e+00										
Test243	56664	clearance	l/h	plasma	2327	caffeine	7694.0	7.78e+00										
Test243	56665	clearance	l/h	plasma	2327	caffeine	7695.0	1.03e+01										
Test243	56666	clearance	l/h	plasma	2327	caffeine	7696.0	9.94e+00										
Test243	56667	clearance	l/h	plasma	2327	caffeine	7697.0	4.48e+00										
Test243	56668	clearance	l/h	plasma	2327	caffeine	7698.0	5.84e+00										
Test243	56669	clearance	l/h	plasma	2327	caffeine	7699.0	1.98e+01										
Test243	56670	clearance	l/h	plasma	2327	caffeine	7700.0	4.23e+00										
Akinyinka2000	52818	auc_inf	mg*h/l	plasma	2171	caffeine	7191.0	6.49e+01										
Akinyinka2000	52820	auc_inf	mg*h/l	plasma	2171	caffeine	7192.0	8.84e+01										
Granfors2005	55103	ratio	-	plasma	2222	caffeine/paraxanthine	7426.0	2.16e+00					6.0	h				
Carbo1989	54357	ratio	-	urine	2202	1X/paraxanthine			1823.0	1.86e+00	3.20e-01		24.0	h				
Spigset1999a	56461	auc_inf	µmol*h/l	plasma	2326	caffeine			1881.0							1.31e+02	2.68e+02	1.69e+02
Spigset1999a	56463	clearance	l/h	plasma	2326	caffeine			1881.0							3.84e+00	7.86e+00	6.06e+00
Spigset1999a	56464	cmax	µmol/l	plasma	2326	caffeine			1881.0							1.77e+01	3.01e+01	2.44e+01
Spigset1999a	56465	thalf	h	plasma	2326	caffeine			1881.0							2.70e+00	8.00e+00	5.90e+00
Spigset1999a	56466	auc_inf	µmol*h/l	saliva	2326	caffeine			1881.0							8.70e+01	1.72e+02	1.30e+02
Spigset1999a	56468	clearance	l/h	saliva	2326	caffeine			1881.0							5.94e+00	1.18e+01	7.02e+00
Spigset1999a	56469	cmax	µmol/l	saliva	2326	caffeine			1881.0							1.39e+01	2.29e+01	1.79e+01
Spigset1999a	56470	thalf	h	saliva	2326	caffeine			1881.0							4.10e+00	9.70e+00	6.80e+00
Akinyinka2000	52822	auc_inf	mg*h/l	plasma	2171	caffeine	7193.0	1.02e+02										
Akinyinka2000	52824	auc_inf	mg*h/l	plasma	2171	caffeine	7194.0	1.26e+02										
Akinyinka2000	52826	clearance	l/h/kg	plasma	2171	caffeine	7175.0	1.04e-01										
Akinyinka2000	52828	clearance	l/h/kg	plasma	2171	caffeine	7176.0	7.74e-02										
Akinyinka2000	52830	clearance	l/h/kg	plasma	2171	caffeine	7177.0	6.36e-02										
Akinyinka2000	52832	clearance	l/h/kg	plasma	2171	caffeine	7178.0	1.87e-01										
Akinyinka2000	52834	clearance	l/h/kg	plasma	2171	caffeine	7179.0	5.70e-02										
Akinyinka2000	52836	clearance	l/h/kg	plasma	2171	caffeine	7180.0	6.66e-02										
Akinyinka2000	52838	clearance	l/h/kg	plasma	2171	caffeine	7181.0	1.96e-01										
Akinyinka2000	52840	clearance	l/h/kg	plasma	2171	caffeine	7182.0	1.13e-01										
Akinyinka2000	52842	clearance	l/h/kg	plasma	2171	caffeine	7183.0	1.20e-01										
Akinyinka2000	52844	clearance	l/h/kg	plasma	2171	caffeine	7184.0	1.23e-01										
Granfors2005	55104	ratio	-	plasma	2222	caffeine/paraxanthine	7427.0	2.93e+00					6.0	h				
Akinyinka2000	52846	clearance	l/h/kg	plasma	2171	caffeine	7185.0	1.00e-01										
Akinyinka2000	52848	clearance	l/h/kg	plasma	2171	caffeine	7186.0	1.03e-01										
Akinyinka2000	52850	clearance	l/h/kg	plasma	2171	caffeine	7187.0	2.64e-02										
Akinyinka2000	52852	clearance	l/h/kg	plasma	2171	caffeine	7188.0	1.43e-01										
Akinyinka2000	52854	clearance	l/h/kg	plasma	2171	caffeine	7189.0	4.78e-01										
Akinyinka2000	52856	clearance	l/h/kg	plasma	2171	caffeine	7190.0	2.00e-01										
Akinyinka2000	52858	clearance	l/h/kg	plasma	2171	caffeine	7191.0	1.32e-01										
Akinyinka2000	52860	clearance	l/h/kg	plasma	2171	caffeine	7192.0	7.56e-02										
Akinyinka2000	52862	clearance	l/h/kg	plasma	2171	caffeine	7193.0	8.40e-02										
Akinyinka2000	52864	clearance	l/h/kg	plasma	2171	caffeine	7194.0	7.44e-02										
Akinyinka2000	52865	ratio	-	plasma	2171	paraxanthine/caffeine	7175.0	6.00e-01										
Akinyinka2000	52866	ratio	-	plasma	2171	paraxanthine/caffeine	7176.0	5.40e-01										
Akinyinka2000	52867	ratio	-	plasma	2171	paraxanthine/caffeine	7177.0	2.50e-01										
Akinyinka2000	52868	ratio	-	plasma	2171	paraxanthine/caffeine	7178.0	5.30e-01										
Akinyinka2000	52869	ratio	-	plasma	2171	paraxanthine/caffeine	7179.0	3.00e-01										
Akinyinka2000	52870	ratio	-	plasma	2171	paraxanthine/caffeine	7180.0	3.30e-01										
Akinyinka2000	52871	ratio	-	plasma	2171	paraxanthine/caffeine	7181.0	4.30e-01										
Akinyinka2000	52872	ratio	-	plasma	2171	paraxanthine/caffeine	7182.0	6.30e-01										
Akinyinka2000	52873	ratio	-	plasma	2171	paraxanthine/caffeine	7183.0	6.20e-01										
Akinyinka2000	52874	ratio	-	plasma	2171	paraxanthine/caffeine	7184.0	5.30e-01										
Akinyinka2000	52875	ratio	-	plasma	2171	paraxanthine/caffeine	7185.0	4.20e-01										
Akinyinka2000	52876	ratio	-	plasma	2171	paraxanthine/caffeine	7186.0	4.10e-01										
Akinyinka2000	52877	ratio	-	plasma	2171	paraxanthine/caffeine	7187.0	1.30e-01										
Akinyinka2000	52878	ratio	-	plasma	2171	paraxanthine/caffeine	7188.0	5.20e-01										
Akinyinka2000	52879	ratio	-	plasma	2171	paraxanthine/caffeine	7189.0	1.80e-01										
Carbo1989	54358	ratio	-	urine	2202	1X/caffeine			1823.0	9.00e+00	2.41e+00		24.0	h				
Akinyinka2000	52880	ratio	-	plasma	2171	paraxanthine/caffeine	7190.0	3.50e-01										
Akinyinka2000	52881	ratio	-	plasma	2171	paraxanthine/caffeine	7191.0	5.50e-01										
Akinyinka2000	52882	ratio	-	plasma	2171	paraxanthine/caffeine	7192.0	4.90e-01										
Akinyinka2000	52883	ratio	-	plasma	2171	paraxanthine/caffeine	7193.0	1.00e-01										
Akinyinka2000	52884	ratio	-	plasma	2171	paraxanthine/caffeine	7194.0	2.20e-01										
Akinyinka2000	52885	cmax	µg/ml	plasma	2171	caffeine			1786.0	2.80e+00								
Akinyinka2000	52886	cmax	µg/ml	plasma	2171	caffeine			1787.0	1.80e+00								
Akinyinka2000	52887	tmax	h	plasma	2171	caffeine			1786.0	1.00e+00								
Akinyinka2000	52888	tmax	h	plasma	2171	caffeine			1787.0	1.20e+00								
Akinyinka2000	52890	auc_inf	mg*h/l	plasma	2171	caffeine			1786.0	2.40e+01								
Akinyinka2000	52892	auc_inf	mg*h/l	plasma	2171	caffeine			1787.0	3.97e+01								
Akinyinka2000	52893	thalf	h	plasma	2171	caffeine			1786.0	3.00e+00								
Akinyinka2000	52894	thalf	h	plasma	2171	caffeine			1787.0	5.20e+00								
Akinyinka2000	52896	clearance	l/h/kg	plasma	2171	caffeine			1786.0	4.80e-02								
Akinyinka2000	52898	clearance	l/h/kg	plasma	2171	caffeine			1787.0	1.20e-01								
Akinyinka2000	52899	cmax	µg/ml	plasma	2171	paraxanthine			1786.0	5.00e-01								
Akinyinka2000	52900	cmax	µg/ml	plasma	2171	paraxanthine			1787.0	4.00e-01								
Akinyinka2000	52901	tmax	h	plasma	2171	paraxanthine			1786.0	3.70e+00								
Akinyinka2000	52902	tmax	h	plasma	2171	paraxanthine			1787.0	7.10e+00								
Akinyinka2000	52904	auc_inf	mg*h/l	plasma	2171	paraxanthine			1786.0	9.00e+00								
Akinyinka2000	52906	auc_inf	mg*h/l	plasma	2171	paraxanthine			1787.0	1.14e+01								
Akinyinka2000	52907	thalf	h	plasma	2171	paraxanthine			1786.0	9.00e+00								
Akinyinka2000	52908	thalf	h	plasma	2171	paraxanthine			1787.0	5.30e+00								
Akinyinka2000	52909	cmax	µg/ml	plasma	2171	theophylline			1786.0	1.00e-01								
Akinyinka2000	52910	cmax	µg/ml	plasma	2171	theophylline			1787.0	9.00e-02								
Akinyinka2000	52911	tmax	h	plasma	2171	theophylline			1786.0	7.60e+00								
Akinyinka2000	52912	tmax	h	plasma	2171	theophylline			1787.0	7.30e+00								
Akinyinka2000	52914	auc_inf	mg*h/l	plasma	2171	theophylline			1786.0	5.60e+00								
Akinyinka2000	52916	auc_inf	mg*h/l	plasma	2171	theophylline			1787.0	4.10e+00								
Akinyinka2000	52917	thalf	h	plasma	2171	theophylline			1786.0	7.40e+00								
Akinyinka2000	52918	thalf	h	plasma	2171	theophylline			1787.0	4.80e+00								
Akinyinka2000	52919	cmax	µg/ml	plasma	2171	theobromine			1786.0	4.00e-02								
Akinyinka2000	52920	cmax	µg/ml	plasma	2171	theobromine			1787.0	9.00e-02								
Akinyinka2000	52921	tmax	h	plasma	2171	theobromine			1786.0	6.00e+00								
Akinyinka2000	52922	tmax	h	plasma	2171	theobromine			1787.0	6.90e+00								
Akinyinka2000	52924	auc_inf	mg*h/l	plasma	2171	theobromine			1786.0	2.20e+00								
Akinyinka2000	52926	auc_inf	mg*h/l	plasma	2171	theobromine			1787.0	3.40e+00								
Akinyinka2000	52927	thalf	h	plasma	2171	theobromine			1786.0	8.40e+00								
Akinyinka2000	52928	thalf	h	plasma	2171	theobromine			1787.0	1.16e+01								
Akinyinka2000	52929	cmax	µg/ml	plasma	2171	caffeine			1788.0	3.20e+00								
Akinyinka2000	52930	cmax	µg/ml	saliva	2171	caffeine			1788.0	8.00e+00								
Akinyinka2000	52931	tmax	h	plasma	2171	caffeine			1788.0	1.80e+00								
Akinyinka2000	52932	tmax	h	saliva	2171	caffeine			1788.0	1.00e+00								
Akinyinka2000	52934	auc_inf	mg*h/l	plasma	2171	caffeine			1788.0	2.69e+01								
Akinyinka2000	52936	auc_inf	mg*h/l	saliva	2171	caffeine			1788.0	1.89e+01								
Akinyinka2000	52937	thalf	h	plasma	2171	caffeine			1788.0	1.70e+00								
Akinyinka2000	52938	thalf	h	saliva	2171	caffeine			1788.0	3.80e+00								
Akinyinka2000	52940	clearance	l/h/kg	plasma	2171	caffeine			1788.0	4.20e-02								
Akinyinka2000	52942	clearance	l/h/kg	saliva	2171	caffeine			1788.0	7.20e-02								
Akinyinka2000	52943	cmax	µg/ml	plasma	2171	paraxanthine			1788.0	6.00e-01								
Akinyinka2000	52944	cmax	µg/ml	saliva	2171	paraxanthine			1788.0	4.00e-01								
Akinyinka2000	52945	tmax	h	plasma	2171	paraxanthine			1788.0	3.40e+00								
Akinyinka2000	52946	tmax	h	saliva	2171	paraxanthine			1788.0	2.80e+00								
Akinyinka2000	52948	auc_inf	mg*h/l	plasma	2171	paraxanthine			1788.0	9.40e+00								
