path	sid	error_count	sampled_codes	sampled_locations
glucose/Nielsen1997		1	invalid_json	reference.json::
glucose/Nuttal2008		1	invalid_json	study.json::
glucose/Ohashi2018	29560274	1	invalid_expression	Ohashi2018.xlsx:TabIndividuals:3
glucose/Osei1997		1	invalid_json	reference.json::
glucose/Petersen2001	11319724	1	missing	study.json::
glucose/Polidori2016		1	invalid_json	reference.json::
glucose/Polonsky1986	PKDB00084	1	invalid_subset	study.json::
glucose/Polonsky1988a		1	invalid_json	reference.json::
glucose/Quddusi2003	12610039	1	missing	study.json::
glucose/Radziuk2001	11544610	1	unknown_field	::
glucose/Reaven1988		1	invalid_json	reference.json::
glucose/Revers1984		1	invalid_json	reference.json::
glucose/Rizza1981		1	invalid_json	reference.json::
glucose/Roden1996		1	study_name	::
glucose/Rose1966		1	invalid_json	study.json::
glucose/Rothman1991	1948033	1	unknown_field	::
glucose/Samols1966		1	invalid_json	reference.json::
glucose/Sherwin1977		1	study_name	::
glucose/Stumvoll2000		1	invalid_json	reference.json::
glucose/Swerdloff1967		1	invalid_json	reference.json::
glucose/Taylor1996		1	invalid_json	reference.json::
glucose/Thiebaud1982		1	invalid_json	reference.json::
glucose/Tokuyama1993		1	invalid_json	reference.json::
glucose/Tillil1988	PKDB00267	1	unknown_column	Tillil1988.xlsx:Fig3:3
glucose/Visboell2003	12832099	1	missing	study.json::
glucose/Visboell2003b	12519856	1	missing	study.json::
glucose/Vranic1980		1	invalid_json	reference.json::
glucose/Woerle2003		1	invalid_json	reference.json::
glucose/Woerle2006		1	invalid_json	reference.json::
glucose/Yki-Jaervinen1987		1	invalid_json	study.json::
hydrochlorothiazide/Anderson1961	PKDB01102	1	timecourse_points	Anderson1961.xlsx:Tab1:35
hydrochlorothiazide/Beermann1977a	PKDB00821	15	unknown_substance	Beermann1977a.xlsx:Fig5:27;Beermann1977a.xlsx:Fig5:28;Beermann1977a.xlsx:Fig5:29;Beermann1977a.xlsx:Fig5:30;Beermann1977a.xlsx:Fig5:31;Beermann1977a.xlsx:Fig5tc:47;Beermann1977a.xlsx:Fig5tc:48;Beermann1977a.xlsx:Fig5tc:49;Beermann1977a.xlsx:Fig5tc:50;Beermann1977a.xlsx:Fig5tc:51
hydrochlorothiazide/Beermann1979	PKDB01105	1	missing_characteristics	Beermann1979.xlsx:TabGroups:3
hydrochlorothiazide/Ernst2006		1	study_name	::
hydrochlorothiazide/Dussol2005	15615808	83	missing_unit,unit_dimension,unknown_method	Dussol2005.xlsx:Tab2:3;Dussol2005.xlsx:Tab2:4;Dussol2005.xlsx:Tab2:7;Dussol2005.xlsx:Tab2:10;Dussol2005.xlsx:Tab2:11;Dussol2005.xlsx:Tab2:14
hydrochlorothiazide/Giudicelli1987	PKDB00753	2	duplicate_identifier	::
hydrochlorothiazide/Hunninghake1986	PKDB00755	1	string_type	study.json::
hydrochlorothiazide/Knauf1995	8583780	1	model_type	study.json::
hydrochlorothiazide/Ripley2000	PKDB01108	1	timecourse_points	Ripley2000.xlsx:Fig1_2:11
hydrochlorothiazide/Williams1982	PKDB01109	1	negative_value	Williams1982.xlsx:Tab2:39
icg/Gadano1997	PKDB00394	1	invalid_choice	study.json::
icg/Kawasaki1991	Kawasaki1991	1	invalid_table	Kawasaki1991.xlsx:TabIndividuals:
icg/Moeller2018	PKDB00410	2	invalid_choice,missing_unit	Moeller2018.xlsx:Tab1:8;Moeller2018.xlsx:TabGroups:8
icg/Peng2015	Peng2015	1	invalid_table	Peng2015.xlsx:TabIndividuals:
icg/SwineLeipzig2014	SwineLeipzig2014	1	invalid_number	::
icg_rat/Fukuyama1988	2907201	8	unit_dimension	Fukuyama1988.xlsx:Fig1:3;Fukuyama1988.xlsx:Fig1:4;Fukuyama1988.xlsx:Fig1:5;Fukuyama1988.xlsx:Fig1:6;Fukuyama1988.xlsx:Fig1:7;Fukuyama1988.xlsx:Fig1:8;Fukuyama1988.xlsx:Fig1:9;Fukuyama1988.xlsx:Fig1:10
icg_rat/Hashimoto1997	9186470	42	unknown_measurement	Hashimoto1997.xlsx:Fig2:13;Hashimoto1997.xlsx:Fig2:14;Hashimoto1997.xlsx:Fig2:15;Hashimoto1997.xlsx:Fig2:16;Hashimoto1997.xlsx:Fig2:17;Hashimoto1997.xlsx:Fig2:18;Hashimoto1997.xlsx:Fig2:19;Hashimoto1997.xlsx:Fig2:20;Hashimoto1997.xlsx:Fig2:21;Hashimoto1997.xlsx:Fig2:22
icg_rat/Mori1987		1	study_name	::
inulin/Cousins1999		1	invalid_json	study.json::
icg_rat/deGraaf2011	21233172	80	unknown_measurement	deGraaf2011.xlsx:Tab2:3;deGraaf2011.xlsx:Tab2:4;deGraaf2011.xlsx:Tab2:5;deGraaf2011.xlsx:Tab2:6;deGraaf2011.xlsx:Tab2:7;deGraaf2011.xlsx:Tab2:8;deGraaf2011.xlsx:Tab2:9;deGraaf2011.xlsx:Tab2:10;deGraaf2011.xlsx:Tab2:11;deGraaf2011.xlsx:Tab2:12
lenvatinib/Shumaker2014a	PKDB01234	1	duplicate_identifier	::
lenvatinib/Yamada2011	PKDB01181	2	int_type,string_type	study.json::
liraglutide/Agerso2002	PKDB01039	135	unit_dimension	Agerso2002.xlsx:Fig4a:81;Agerso2002.xlsx:Fig4a:82;Agerso2002.xlsx:Fig4a:83;Agerso2002.xlsx:Fig4a:84;Agerso2002.xlsx:Fig4a:85;Agerso2002.xlsx:Fig4a:86;Agerso2002.xlsx:Fig4a:87;Agerso2002.xlsx:Fig4a:88;Agerso2002.xlsx:Fig4a:89;Agerso2002.xlsx:Fig4a:90
liraglutide/Buse2009	PKDB01040	1	missing	study.json::
liraglutide/Damholt2006	PKDB01041	1	invalid_table	Damholt2006.xlsx:Fig4:
liraglutide/Degn2004	PKDB01160	20	missing_time,missing_time_unit,unit_dimension,unknown_method	Degn2004.xlsx:Tab1:3;Degn2004.xlsx:Tab1:4;Degn2004.xlsx:Tab1:7;Degn2004.xlsx:Tab1:10;Degn2004.xlsx:Tab1:11;Degn2004.xlsx:Tab1:14
liraglutide/Feinglos2005	PKDB01043	1	missing	study.json::
liraglutide/Elbrond2002	PKDB01042	75	unit_dimension	Elbrond2002.xlsx:Tab2:3;Elbrond2002.xlsx:Tab2:4;Elbrond2002.xlsx:Tab2:5;Elbrond2002.xlsx:Tab2:6;Elbrond2002.xlsx:Tab2:7;Elbrond2002.xlsx:Tab2:8;Elbrond2002.xlsx:Tab2:9;Elbrond2002.xlsx:Tab2:10;Elbrond2002.xlsx:Tab2:11;Elbrond2002.xlsx:Tab2:13
liraglutide/Flint2010	PKDB01045	4	unknown_measurement	Flint2010.xlsx:Tab3:7;Flint2010.xlsx:Tab3:14;Flint2010.xlsx:Tab3:21;Flint2010.xlsx:Tab3:28
liraglutide/Garber2009	PKDB01182	1	unknown_image	::
liraglutide/Garber2011	PKDB01046	1	missing	study.json::
liraglutide/Ingwersen2012	Ingwersen2012	1	invalid_number	::
liraglutide/Jiang2011	PKDB01049	6	unknown_measurement	Jiang2011.xlsx:Tab1:7;Jiang2011.xlsx:Tab1:14;Jiang2011.xlsx:Tab1:21;Jiang2011.xlsx:Tab1:28;Jiang2011.xlsx:Tab1:35;Jiang2011.xlsx:Tab1:42
liraglutide/Jacobsen2009	PKDB01048	5	unknown_measurement	Jacobsen2009.xlsx:Tab2:7;Jacobsen2009.xlsx:Tab2:13;Jacobsen2009.xlsx:Tab2:19;Jacobsen2009.xlsx:Tab2:25;Jacobsen2009.xlsx:Tab2:31
liraglutide/Liu2023	PKDB01051	2	unknown_measurement	Liu2023.xlsx:Tab3:8;Liu2023.xlsx:Tab3:17
liraglutide/Juhl2002	PKDB01163	4	unknown_measurement	Juhl2002.xlsx:Tab1:25;Juhl2002.xlsx:Tab1:26;Juhl2002.xlsx:Tab1:28;Juhl2002.xlsx:Tab1:29
liraglutide/Mader2016	PKDB01052	3	unknown_measurement	Mader2016.xlsx:Tab2:8;Mader2016.xlsx:Tab2:16;Mader2016.xlsx:Tab2:24
liraglutide/Madsbad2004	PKDB01183	1	missing	study.json::
liraglutide/Marre2009	PKDB01054	1	missing	study.json::
liraglutide/Nauck2009	PKDB01162	1	missing	study.json::
liraglutide/Pratley2010	PKDB01055	15	unit_dimension	Pratley2010.xlsx:Fig3b:21;Pratley2010.xlsx:Fig3b:22;Pratley2010.xlsx:Fig3b:23;Pratley2010.xlsx:Fig3b:24;Pratley2010.xlsx:Fig3b:25;Pratley2010.xlsx:Fig3b:27;Pratley2010.xlsx:Fig3b:28;Pratley2010.xlsx:Fig3b:29;Pratley2010.xlsx:Fig3b:30;Pratley2010.xlsx:Fig3b:31
liraglutide/RussellJones2009a	PKDB01056	1	missing	study.json::
liraglutide/Sedman2017	Sedman2017	1	invalid_table	Sedman2017.xlsx:Fig1:
liraglutide/Wilding2016		1	invalid_json	study.json::
liraglutide/Xu2023	PKDB01057	2	unknown_measurement	Xu2023.xlsx:Tab3:9;Xu2023.xlsx:Tab3:18
liraglutide/Vilsboll2008	Vilsboll2008	1	unknown_image	::
liraglutide/Zhou2022	PKDB01058	2	unknown_measurement	Zhou2022.xlsx:Tab2:8;Zhou2022.xlsx:Tab2:17
liraglutide/Zinman2009	PKDB01059	1	missing	study.json::
liraglutide/vanCan2014	PKDB01164	1	unknown_image	::
lisinopril/Beermann1988	Beermann1988	1	timecourse_points	Beermann1988.xlsx:Fig2:35
lisinopril/Bellissant1996	Bellissant1996	150	unknown_measurement	Bellissant1996.xlsx:Fig1:120;Bellissant1996.xlsx:Fig1:121;Bellissant1996.xlsx:Fig1:122;Bellissant1996.xlsx:Fig1:123;Bellissant1996.xlsx:Fig1:124;Bellissant1996.xlsx:Fig1:126;Bellissant1996.xlsx:Fig1:127;Bellissant1996.xlsx:Fig1:128;Bellissant1996.xlsx:Fig1:129;Bellissant1996.xlsx:Fig1:130
lisinopril/Brunner1981	Brunner1981	1	timecourse_points	Brunner1981.xlsx:Fig1:3
lisinopril/Dickstein1987	Dickstein1987	37	unit_dimension	Dickstein1987.xlsx:Fig1:31;Dickstein1987.xlsx:Fig1:32;Dickstein1987.xlsx:Fig1:33;Dickstein1987.xlsx:Fig1:34;Dickstein1987.xlsx:Fig1:35;Dickstein1987.xlsx:Fig1:36;Dickstein1987.xlsx:Fig1:37;Dickstein1987.xlsx:Fig1:38;Dickstein1987.xlsx:Fig1:39;Dickstein1987.xlsx:Fig1:40
lisinopril/Greenbaum2000		1	invalid_json	study.json::
lisinopril/Neubeck1994	Neubeck1994	1	timecourse_points	Neubeck1994.xlsx:Fig2:5
lisinopril/Rotmensch1984	Rotmensch1984	156	subject_reference	Rotmensch1984.xlsx:Fig1:3;Rotmensch1984.xlsx:Fig1:4;Rotmensch1984.xlsx:Fig1:5;Rotmensch1984.xlsx:Fig1:6;Rotmensch1984.xlsx:Fig1:7;Rotmensch1984.xlsx:Fig1:8;Rotmensch1984.xlsx:Fig1:9;Rotmensch1984.xlsx:Fig1:10;Rotmensch1984.xlsx:Fig1:11;Rotmensch1984.xlsx:Fig1:12
lisinopril/Shionoiri1990	1706800	1	timecourse_points	Shionoiri1990.xlsx:Fig4:9
lisinopril/Till1989	Till1989	34	unknown_group	Till1989.xlsx:Fig1:3;Till1989.xlsx:Fig1:4;Till1989.xlsx:Fig1:5;Till1989.xlsx:Fig1:6;Till1989.xlsx:Fig1:7;Till1989.xlsx:Fig1:8;Till1989.xlsx:Fig1:9;Till1989.xlsx:Fig1:10;Till1989.xlsx:Fig1:11;Till1989.xlsx:Fig1:12
lisinopril/Vandenburg1988	PKDB00979	1	invalid_table	Vandenburg1988.xlsx:Tab1:
lixisenatide/Ahren2013	PKDB00998	1	invalid_table	Ahren2013.xlsx:Fig1a:
lixisenatide/BarrientosPerez2022	PKDB00999	1	timecourse_points	BarrientosPerez2022.xlsx:FigS2:22
lixisenatide/Fonseca2012	PKDB01026	1	missing	study.json::
lixisenatide/Riddle2013		1	invalid_json	reference.json::
lixisenatide/Rayner2020	PKDB01029	1	duplicate_identifier	::
lixisenatide/Rosenstock2014	PKDB01032	16	unit_dimension	Rosenstock2014.xlsx:Fig2a:3;Rosenstock2014.xlsx:Fig2a:4;Rosenstock2014.xlsx:Fig2a:5;Rosenstock2014.xlsx:Fig2a:6;Rosenstock2014.xlsx:Fig2a:7;Rosenstock2014.xlsx:Fig2a:8;Rosenstock2014.xlsx:Fig2a:9;Rosenstock2014.xlsx:Fig2a:10;Rosenstock2014.xlsx:Fig2a:12;Rosenstock2014.xlsx:Fig2a:13
lixisenatide/Rosenstock2016	PKDB01033	1	missing	study.json::
lixisenatide/Seino2012	PKDB01034	1	missing	study.json::
lixisenatide/Yang2018	PKDB01037	8	unit_dimension	Yang2018.xlsx:Tab2:6;Yang2018.xlsx:Tab2:7;Yang2018.xlsx:Tab2:11;Yang2018.xlsx:Tab2:12;Yang2018.xlsx:Tab2:16;Yang2018.xlsx:Tab2:17;Yang2018.xlsx:Tab2:21;Yang2018.xlsx:Tab2:22
losartan/Christen1991a	PKDB00977	1	unknown_image	::
losartan/Goldberg1995	PKDB00975	1	unknown_image	::
losartan/Goldberg1995a	PKDB00974	1	timecourse_points	Goldberg1995a.xlsx:Fig3:15
losartan/Lo1995	PKDB00922	1	unknown_image	::
midazolam/Backman1996	PKDB00227	1	invalid_expression	Backman1996.xlsx:TabA:3
metoprolol/Seeringer2008	PKDB00535	1	dataset_label	study.json::
midazolam/Eeckhoudt2001	PKDB00322	1	invalid_expression	Eeckhoudt2001.xlsx:TabA:3
midazolam/Greenblatt2004	PKDB00298	1	invalid_expression	Greenblatt2004.xlsx:TabA:3
midazolam/Klotz1982	PKDB00203	2	unknown_measurement	study.json::
midazolam/Mandema1992	PKDB00206	1	unknown_image	::
midazolam/Pentikaeinen1989	PKDB00269	5	invalid_choice	Pentikaeinen1989.xlsx:Tab1A:3;Pentikaeinen1989.xlsx:Tab1A:5;Pentikaeinen1989.xlsx:Tab1A:6;Pentikaeinen1989.xlsx:Tab1A:8
midazolam/Yu2004	PKDB00324	1	invalid_expression	Yu2004.xlsx:Tab1:3
montelukast/Dennison2018	PKDB01227	86	unknown_intervention	Dennison2018.xlsx:Fig2:22;Dennison2018.xlsx:Fig2:23;Dennison2018.xlsx:Fig2:24;Dennison2018.xlsx:Fig2:25;Dennison2018.xlsx:Fig2:26;Dennison2018.xlsx:Fig2:27;Dennison2018.xlsx:Fig2:28;Dennison2018.xlsx:Fig2:29;Dennison2018.xlsx:Fig2:30;Dennison2018.xlsx:Fig2:31
montelukast/Karonen2012	PKDB01204	1	timecourse_points	Karonen2012.xlsx:Fig2:82
montelukast/Pedroso2013	PKDB01227	4	unknown_measurement	Pedroso2013.xlsx:Tab2:6;Pedroso2013.xlsx:Tab2:15;Pedroso2013.xlsx:Tab4:6;Pedroso2013.xlsx:Tab4:15
morphine/Bass1992	1474160	1	timecourse_points	Bass1992.xlsx:Tab1:3
morphine/Chapman1990	Chapman1990	1	unknown_image	::
morphine/Dale2007	Dale2007	1	string_type	study.json::
morphine/Dershwitz2000	10969293	1	invalid_table	Dershwitz2000.xlsx:Fig1:
morphine/Dayno2017	28829526	1	invalid_table	Dayno2017.xlsx:Fig1:
morphine/Everts1998	10700307	1	invalid_table	Everts1998.xlsx:Fig1:
morphine/Hanna1991	1997044	1	invalid_table	Hanna1991.xlsx:Tab2:
morphine/Drake1996	8735684	106	unknown_intervention	Drake1996.xlsx:Fig1:3;Drake1996.xlsx:Fig1:4;Drake1996.xlsx:Fig1:5;Drake1996.xlsx:Fig1:6;Drake1996.xlsx:Fig1:7;Drake1996.xlsx:Fig1:8;Drake1996.xlsx:Fig1:9;Drake1996.xlsx:Fig1:10;Drake1996.xlsx:Fig1:11;Drake1996.xlsx:Fig1:12
morphine/Hasselstrom1993	8491060	1	unknown_column	Hasselstrom1993.xlsx:Tab2:3
morphine/Lotsch1999		1	study_name	::
morphine/Kinzler2019	Kinzler2019	1	timecourse_points	Kinzler2019.xlsx:Fig1:3
morphine/Manara1989		1	study_name	::
morphine/Osborne1990	2295214	154	unknown_intervention	Osborne1990.xlsx:Tab1:3;Osborne1990.xlsx:Tab1:4;Osborne1990.xlsx:Tab1:5;Osborne1990.xlsx:Tab1:6;Osborne1990.xlsx:Tab1:7;Osborne1990.xlsx:Tab1:8;Osborne1990.xlsx:Tab1:9;Osborne1990.xlsx:Tab1:10;Osborne1990.xlsx:Tab1:11;Osborne1990.xlsx:Tab1:12
morphine/Sarton2000	Sarton2000	1	string_type	study.json::
morphine/Villesen2006	Villesen2006	1	unknown_image	::
morphine/Villesen2007b	17541571	1	timecourse_points	Villesen2007b.xlsx:Fig1:3
morphine/Westerling1995	7624926	1	invalid_table	Westerling1995.xlsx:Fig1:
morphine/Wolff1988		1	study_name	::
morphine/Yeh1975		1	invalid_json	study.json::
morphine/Villesen2007	Villesen2007	1	timecourse_points	Villesen2007.xlsx:Fig1B:34
omeprazole/Iftikhar2024		1	invalid_json	reference.json::
omeprazole/Regaardh1990	PKDB00525	1	unknown_image	::
omeprazole/Sohn1992	PKDB00526	1	timecourse_points	Sohn1992.xlsx:Fig2:44
pravastatin/Halstenson1992	PKDB00541	1	unknown_image	::
pravastatin/Ho2007	PKDB00544	1	unknown_image	::
pravastatin/Hunninghake1990a	PKDB00601	6	unit_dimension	Hunninghake1990a.xlsx:Fig1:51;Hunninghake1990a.xlsx:Fig1:52;Hunninghake1990a.xlsx:Fig1:53;Hunninghake1990a.xlsx:Fig1:54;Hunninghake1990a.xlsx:Fig1:55;Hunninghake1990a.xlsx:Fig1:56
pravastatin/Mellies1993		1	invalid_json	study.json::
pravastatin/Nishizato2003	PKDB00554	1	unknown_image	::
pravastatin/Raasch1991		1	invalid_json	study.json::
pravastatin/Simons1992	Simons1992	1	unknown_substance	Simons1992.xlsx:TabInterventions:6
ramipril/Bainbridge1991	PKDB00675	4	negative_value	Bainbridge1991.xlsx:Fig2:14;Bainbridge1991.xlsx:Fig2:15;Bainbridge1991.xlsx:Fig2:16;Bainbridge1991.xlsx:Fig2:17
ramipril/Azizi2013	23608658	3	unknown_method	Azizi2013.xlsx:Tab2:3;Azizi2013.xlsx:Tab2:13;Azizi2013.xlsx:Tab2:25
ramipril/Bohm1986	PKDB00686	48	unit_dimension	Bohm1986.xlsx:Fig3:3;Bohm1986.xlsx:Fig3:4;Bohm1986.xlsx:Fig3:5;Bohm1986.xlsx:Fig3:6;Bohm1986.xlsx:Fig3:7;Bohm1986.xlsx:Fig3:8;Bohm1986.xlsx:Fig3:10;Bohm1986.xlsx:Fig3:11;Bohm1986.xlsx:Fig3:12;Bohm1986.xlsx:Fig3:13
ramipril/Beermann1993	PKDB00674	446	unknown_intervention	Beermann1993.xlsx:Fig7:3;Beermann1993.xlsx:Fig7:4;Beermann1993.xlsx:Fig7:5;Beermann1993.xlsx:Fig7:6;Beermann1993.xlsx:Fig7:7;Beermann1993.xlsx:Fig7:8;Beermann1993.xlsx:Fig7:9;Beermann1993.xlsx:Fig7:10;Beermann1993.xlsx:Fig7:11;Beermann1993.xlsx:Fig7:12
ramipril/Debusmann1987	Debusmann1987	1	missing	study.json::
ramipril/Heintz1993	PKDB00678	1	dataset_dimensions	Heintz1993.xlsx:TabData:3
ramipril/Lavorini2014	Lavorini2014	92	unknown_intervention	Lavorini2014.xlsx:Fig2:65;Lavorini2014.xlsx:Fig4:14;Lavorini2014.xlsx:Fig4:15;Lavorini2014.xlsx:Fig4:16;Lavorini2014.xlsx:Fig4:17;Lavorini2014.xlsx:Fig4:18;Lavorini2014.xlsx:Fig4:19;Lavorini2014.xlsx:Fig4:20;Lavorini2014.xlsx:Fig4:21;Lavorini2014.xlsx:Fig4:22
ramipril/Lee1996	8710760	16	unknown_measurement	Lee1996.xlsx:Tab3:3;Lee1996.xlsx:Tab3:4;Lee1996.xlsx:Tab3:5;Lee1996.xlsx:Tab3:6;Lee1996.xlsx:Tab3:13;Lee1996.xlsx:Tab3:14;Lee1996.xlsx:Tab3:15;Lee1996.xlsx:Tab3:16;Lee1996.xlsx:Tab3:23;Lee1996.xlsx:Tab3:24
ramipril/Macha2013	23497760	1	unknown_column	Macha2013.xlsx:Tab1:3
ramipril/Levitt2006	PKDB00687	2	negative_value	Levitt2006.xlsx:Fig8:203;Levitt2006.xlsx:Fig8:204
ramipril/Meyer1987	PKDB00656	1	unknown_image	::
ramipril/Ruf1994	PKDB00677	2	unknown_substance	Ruf1994.xlsx:Tab2:8;Ruf1994.xlsx:Tab2:16
ramipril/Schunkert1989a	2533075	1	invalid_number	::
ramipril/Shionoiri1987	PKDB00657	1	unknown_image	::
ramipril/Wenting1987	PKDB00684	1	timecourse_points	Wenting1987.xlsx:Fig2:31
ramipril/Verho1995	7555035	1	unknown_image	::
ramipril/deGraeff1989	PKDB00685	1	unknown_column	deGraeff1989.xlsx:Fig2:3
rapamycin/Bottiger2001	PKDB01038	2	unknown_measurement	Bottiger2001.xlsx:Tab1:7;Bottiger2001.xlsx:Tab1:14
rapamycin/Brattstrom2000	PKDB01003	4	unknown_measurement	Brattstrom2000.xlsx:Tab3:12;Brattstrom2000.xlsx:Tab3:21;Brattstrom2000.xlsx:Tab3:30;Brattstrom2000.xlsx:Tab3:39
rapamycin/Leung2006	PKDB01073	1	unknown_image	::
rapamycin/Rogers2008	PKDB01081	1	invalid_table	Rogers2008.xlsx:TabIndividuals:
rapamycin/Renders2007	PKDB01080	1	unknown_image	::
rapamycin/Tortorici2014	PKDB01007	2	unknown_measurement	Tortorici2014.xlsx:Tab1:7;Tortorici2014.xlsx:Tab1:13
rapamycin/Wang2014	PKDB01082	2	unknown_measurement	Wang2014.xlsx:Tab1:6;Wang2014.xlsx:Tab1:12
rapamycin/Zhang2017	PKDB01071	1	unknown_image	::
rapamycin/Zimmerman1999	PKDB01084	2	unknown_measurement	Zimmerman1999.xlsx:Tab1:9;Zimmerman1999.xlsx:Tab1:17
rapamycin/Zimmerman1997	PKDB01083	37	unknown_measurement	Zimmerman1997.xlsx:Tab2:7;Zimmerman1997.xlsx:Tab2:16;Zimmerman1997.xlsx:Tab2:26;Zimmerman1997.xlsx:Tab2:36;Zimmerman1997.xlsx:Tab2:46;Zimmerman1997.xlsx:Tab2:55;Zimmerman1997.xlsx:Tab2:65;Zimmerman1997.xlsx:Tab2:75;Zimmerman1997.xlsx:Tab2:85;Zimmerman1997.xlsx:Tab2:95
rapamycin/Zimmerman2005	PKDB01085	3	unknown_measurement	Zimmerman2005.xlsx:Tab2:7;Zimmerman2005.xlsx:Tab2:18;Zimmerman2005.xlsx:Tab2:29
rapamycin/Zimmerman2008	PKDB01086	1	invalid_table	Zimmerman2008.xlsx:TabIndividuals:
regorafenib/Bayer Study_11651		1	study_name	::
regorafenib/Bayer study_14596		1	study_name	::
rapamycin/Zimmerman2003	PKDB01072	6	unknown_measurement	Zimmerman2003.xlsx:Tab1:8;Zimmerman2003.xlsx:Tab1:15;Zimmerman2003.xlsx:Tab1:22;Zimmerman2003.xlsx:Tab2:8;Zimmerman2003.xlsx:Tab2:15;Zimmerman2003.xlsx:Tab2:22
regorafenib/Gerisch2018	PKDB01214	1	timecourse_points	Gerisch2018.xlsx:Fig2:18
regorafenib/Jones2015	PKDB01216	2	int_type,string_type	study.json::
regorafenib/Renouf2016	16653	1	reference_mismatch	::
regorafenib/Zhang2021	PKDB01224	1	timecourse_points	Zhang2021.xlsx:Fig3:57
rivaroxaban/Alalawneh2024	PKDB00983	4	unknown_measurement	Alalawneh2024.xlsx:Tab2:12;Alalawneh2024.xlsx:Tab2:23;Alalawneh2024.xlsx:Tab3:12;Alalawneh2024.xlsx:Tab3:23
rivaroxaban/Graff2007	PKDB00984	1	unknown_image	::
rivaroxaban/Jiang2010	PKDB00986	1	invalid_table	Jiang2010.xlsx:Tab2:
rivaroxaban/Kubitza2005a	PKDB00988	8	unknown_measurement	Kubitza2005a.xlsx:Tab2:7;Kubitza2005a.xlsx:Tab2:16;Kubitza2005a.xlsx:Tab2:23;Kubitza2005a.xlsx:Tab2:35;Kubitza2005a.xlsx:Tab2:47;Kubitza2005a.xlsx:Tab2:60;Kubitza2005a.xlsx:Tab2:68;Kubitza2005a.xlsx:Tab2:75
rivaroxaban/Kubitza2005	PKDB00987	27	negative_value	Kubitza2005.xlsx:Fig1A:12;Kubitza2005.xlsx:Fig1A:25;Kubitza2005.xlsx:Fig1A:34;Kubitza2005.xlsx:Fig1A:36;Kubitza2005.xlsx:Fig1A:37;Kubitza2005.xlsx:Fig1A:71;Kubitza2005.xlsx:Fig1A:106;Kubitza2005.xlsx:Fig1A:107;Kubitza2005.xlsx:Fig1A:153;Kubitza2005.xlsx:Fig1A:155
rivaroxaban/Kubitza2013	PKDB00990	1	unknown_image	::
rivaroxaban/Moore2014	PKDB00992	1	unknown_image	::
rivaroxaban/Santos2024	PKDB01112	1	timecourse_points	Santos2024.xlsx:Fig1:47
rivaroxaban/Zhao2009	PKDB00994	28	missing_unit,negative_value	Zhao2009.xlsx:Fig2C:13;Zhao2009.xlsx:Fig2C:38;Zhao2009.xlsx:Fig2C:51;Zhao2009.xlsx:Fig1A_2A:15;Zhao2009.xlsx:Fig1A_2A:43;Zhao2009.xlsx:Fig1A_2A:57;Zhao2009.xlsx:Fig1A_2A:101;Zhao2009.xlsx:Fig1A_2A:104;Zhao2009.xlsx:Fig1A_2A:105;Zhao2009.xlsx:Fig1A_2A:106
semaglutide/Baekdal2018a	Baekdal2018a	1	unknown_image	::
semaglutide/Baekdal2021	Baekdal2021	1	invalid_table	Baekdal2021.xlsx:Tab2:
semaglutide/Baekdal2021a	Baekdal2021a	1	unknown_column	Baekdal2021a.xlsx:Fig4:3
semaglutide/Granhall2019		1	invalid_json	study.json::
semaglutide/Ikushima2018	PKDB01200	1	timecourse_points	Ikushima2018.xlsx:Fig2:3
semaglutide/Jensen2018	PKDB01232	1	timecourse_points	Jensen2018.xlsx:Fig1a:45
semaglutide/VanHout2023		1	invalid_json	reference.json::
semaglutide/Westergaard2024		1	study_name	::
semaglutide/Marbury2017	PKDB01231	1	timecourse_points	Marbury2017.xlsx:Fig2:3
simvastatin/Jiang2017	PKDB00366	4	invalid_choice	study.json::
simvastatin/Lilja1998	PKDB00342	1	invalid_table	Lilja1998.xlsx:TabI:
simvastatin/OBrien2003	PKDB00369	1	invalid_choice	study.json::
simvastatin/Simard2001	PKDB00358	1	unknown_image	::
simvastatin/Prueksaritanont2001	PKDB00370	1	timecourse_points	Prueksaritanont2001.xlsx:Fig3:13
simvastatin/Sugimoto2001	PKDB00359	1	unknown_image	::
simvastatin/Zhou2013	PKDB00363	1	unknown_image	::
simvastatin/Watanabe2004	15531380	1	dataset_dimensions	Watanabe2004.xlsx:TabData:3
sorafenib/Bins2017	PKDB00724	1	unknown_column	Bins2017.xlsx:Fig4:3
sorafenib/Duran2007	PKDB00725	1	unknown_column	Duran2007.xlsx:Fig2:3
sorafenib/Ferrario2016	PKDB00726	142	subject_reference	Ferrario2016.xlsx:Fig4:3;Ferrario2016.xlsx:Fig4:4;Ferrario2016.xlsx:Fig4:5;Ferrario2016.xlsx:Fig4:6;Ferrario2016.xlsx:Fig4:7;Ferrario2016.xlsx:Fig4:8;Ferrario2016.xlsx:Fig4:10;Ferrario2016.xlsx:Fig4:11;Ferrario2016.xlsx:Fig4:12;Ferrario2016.xlsx:Fig4:13
